image index, last exit, entropy, gt, pred, correct
0, 3, 0.1156422346830368, 3, 3, 1
1, 3, 0.3188837766647339, 4, 3, 0
2, 3, 0.006473235320299864, 8, 8, 1
3, 3, 0.011385969817638397, 3, 3, 1
4, 3, 0.0017882954562082887, 8, 8, 1
5, 3, 0.00203929771669209, 7, 7, 1
6, 3, 0.017505699768662453, 0, 0, 1
7, 3, 0.007762297056615353, 6, 6, 1
8, 3, 0.1075296476483345, 6, 6, 1
9, 3, 0.014146769419312477, 9, 9, 1
10, 3, 0.00706771295517683, 9, 9, 1
11, 3, 0.0008885840070433915, 4, 4, 1
12, 3, 0.2880781590938568, 0, 2, 0
13, 3, 0.0402362085878849, 8, 8, 1
14, 3, 0.014632298611104488, 2, 2, 1
15, 3, 0.004389701411128044, 5, 5, 1
16, 3, 0.014706396497786045, 5, 5, 1
17, 3, 0.1797395944595337, 7, 7, 1
18, 3, 0.0029452682938426733, 7, 7, 1
19, 3, 0.0004518956411629915, 3, 3, 1
20, 3, 0.002605036599561572, 5, 5, 1
21, 3, 0.0011403235839679837, 7, 7, 1
22, 3, 0.00045750089338980615, 1, 1, 1
23, 3, 0.12396617978811264, 9, 9, 1
24, 3, 0.00040438995347358286, 6, 6, 1
25, 3, 0.029707102105021477, 5, 5, 1
26, 3, 0.02673332765698433, 3, 3, 1
27, 3, 0.0016080349450930953, 5, 5, 1
28, 3, 0.003635600209236145, 7, 7, 1
29, 3, 0.04072809964418411, 3, 3, 1
30, 3, 0.002777937101200223, 1, 1, 1
31, 3, 0.01992396079003811, 2, 2, 1
32, 3, 0.14714932441711426, 0, 8, 0
33, 3, 0.00010338662832509726, 6, 6, 1
34, 3, 0.033607788383960724, 9, 9, 1
35, 3, 0.00965801253914833, 5, 5, 1
36, 3, 0.0060076420195400715, 0, 0, 1
37, 3, 0.046936869621276855, 7, 7, 1
38, 3, 0.0018942557508125901, 4, 4, 1
39, 3, 0.003665777388960123, 6, 6, 1
40, 3, 0.00043909260421060026, 7, 7, 1
41, 3, 0.09409333020448685, 2, 2, 1
42, 3, 0.002434598281979561, 1, 1, 1
43, 3, 0.00150393508374691, 1, 1, 1
44, 3, 0.0013697575777769089, 1, 1, 1
45, 3, 0.0029218834824860096, 4, 4, 1
46, 3, 0.01794831082224846, 5, 5, 1
47, 3, 0.010621748864650726, 7, 7, 1
48, 3, 0.037513162940740585, 1, 1, 1
49, 3, 0.029126863926649094, 2, 2, 1
50, 3, 0.0011737780878320336, 3, 3, 1
51, 3, 0.005536097101867199, 8, 8, 1
52, 3, 0.007242332678288221, 5, 5, 1
53, 3, 0.02085036225616932, 9, 9, 1
54, 3, 0.002061285311356187, 0, 0, 1
55, 3, 0.006673269439488649, 4, 4, 1
56, 3, 0.15777719020843506, 0, 0, 1
57, 3, 0.13607995212078094, 4, 4, 1
58, 3, 0.20704708993434906, 5, 7, 0
59, 3, 0.04996824637055397, 8, 8, 1
60, 3, 0.018116997554898262, 4, 4, 1
61, 3, 0.047691769897937775, 6, 6, 1
62, 3, 0.006243588402867317, 0, 0, 1
63, 3, 0.008856913074851036, 8, 8, 1
64, 3, 0.010549351572990417, 1, 1, 1
65, 3, 0.007555266376584768, 8, 8, 1
