image name, last exit, entropy, gt, pred, correct
2, 0, 0.4717070162296295, 8, 0, 0
6, 0, 0.458520770072937, 0, 0, 1
12, 0, 0.4979698956012726, 0, 0, 1
13, 0, 0.47427672147750854, 8, 0, 0
16, 0, 0.49867159128189087, 5, 0, 0
22, 0, 0.48616769909858704, 1, 0, 0
24, 0, 0.49331164360046387, 6, 0, 0
34, 0, 0.49450376629829407, 9, 0, 0
36, 0, 0.4861956238746643, 0, 0, 1
41, 0, 0.49814531207084656, 2, 0, 0
44, 0, 0.48447078466415405, 1, 0, 0
46, 0, 0.493219792842865, 5, 0, 0
48, 0, 0.49912652373313904, 1, 0, 0
49, 0, 0.4914134740829468, 2, 0, 0
51, 0, 0.49222105741500854, 8, 0, 0
52, 0, 0.4998329281806946, 5, 0, 0
54, 0, 0.48734334111213684, 0, 0, 1
56, 0, 0.49733641743659973, 0, 0, 1
59, 0, 0.4909202456474304, 8, 0, 0
62, 0, 0.47314417362213135, 0, 0, 1
63, 0, 0.49423179030418396, 8, 0, 0
65, 0, 0.49314025044441223, 8, 0, 0
69, 0, 0.4918629229068756, 1, 0, 0
75, 0, 0.47766464948654175, 0, 0, 1
78, 0, 0.44652059674263, 0, 0, 1
79, 0, 0.4847732186317444, 8, 0, 0
80, 0, 0.4906626343727112, 0, 0, 1
81, 0, 0.4588317275047302, 0, 0, 1
85, 0, 0.4971142113208771, 5, 0, 0
86, 0, 0.4935537278652191, 8, 0, 0
93, 0, 0.4724274277687073, 8, 0, 0
95, 0, 0.4953770041465759, 9, 0, 0
97, 0, 0.49474024772644043, 8, 0, 0
99, 0, 0.49621590971946716, 9, 0, 0
106, 0, 0.47189775109291077, 0, 0, 1
113, 0, 0.4851714074611664, 1, 0, 0
114, 0, 0.4947587847709656, 9, 0, 0
115, 0, 0.4654281735420227, 0, 0, 1
120, 0, 0.48817989230155945, 8, 0, 0
122, 0, 0.49979904294013977, 7, 0, 0
124, 0, 0.4941170811653137, 8, 0, 0
127, 0, 0.48134443163871765, 8, 0, 0
128, 0, 0.45557960867881775, 0, 0, 1
135, 0, 0.4901748597621918, 8, 0, 0
141, 0, 0.4719639718532562, 8, 0, 0
145, 0, 0.49197322130203247, 8, 0, 0
149, 0, 0.4936498701572418, 2, 0, 0
150, 0, 0.49548909068107605, 2, 0, 0
151, 0, 0.4914345145225525, 0, 0, 1
153, 0, 0.47417357563972473, 0, 0, 1
155, 0, 0.4970182180404663, 9, 0, 0
156, 0, 0.4952318072319031, 5, 0, 0
157, 0, 0.4807327389717102, 2, 0, 0
161, 0, 0.47869738936424255, 8, 0, 0
164, 0, 0.46631065011024475, 0, 0, 1
165, 0, 0.49000778794288635, 9, 0, 0
168, 0, 0.4895811378955841, 9, 0, 0
172, 0, 0.49194276332855225, 4, 0, 0
178, 0, 0.49984970688819885, 5, 0, 0
181, 0, 0.4952799081802368, 0, 0, 1
182, 0, 0.46116936206817627, 0, 0, 1
183, 0, 0.48553165793418884, 8, 0, 0
188, 0, 0.4919312000274658, 9, 0, 0
189, 0, 0.49557000398635864, 9, 0, 0
195, 0, 0.49924758076667786, 2, 0, 0
200, 0, 0.4944283068180084, 8, 0, 0
205, 0, 0.47175952792167664, 8, 0, 0
206, 0, 0.49939340353012085, 9, 0, 0
213, 0, 0.4927830994129181, 2, 0, 0
218, 0, 0.49346786737442017, 2, 0, 0
220, 0, 0.4698459506034851, 0, 0, 1
221, 0, 0.48006102442741394, 0, 0, 1
222, 0, 0.4949590861797333, 9, 0, 0
223, 0, 0.4936296343803406, 1, 0, 0
224, 0, 0.4933319091796875, 8, 0, 0
225, 0, 0.49205130338668823, 2, 0, 0
226, 0, 0.46644139289855957, 0, 0, 1
230, 0, 0.49361085891723633, 0, 0, 1
233, 0, 0.4971226751804352, 0, 0, 1
234, 0, 0.49954545497894287, 2, 0, 0
240, 0, 0.4665467441082001, 1, 0, 0
247, 0, 0.49142277240753174, 8, 0, 0
250, 0, 0.48582106828689575, 8, 0, 0
255, 0, 0.4882241189479828, 9, 0, 0
261, 0, 0.4974040389060974, 8, 0, 0
262, 0, 0.47807905077934265, 9, 0, 0
263, 0, 0.496139258146286, 8, 0, 0
267, 0, 0.489888995885849, 9, 0, 0
268, 0, 0.48941314220428467, 8, 0, 0
269, 0, 0.4926256835460663, 9, 0, 0
