image name, last exit, entropy, gt, pred, correct
0, 3, 0.1156422346830368, 3, 3, 1
1, 3, 0.3188837766647339, 4, 3, 0
3, 3, 0.011385969817638397, 3, 3, 1
5, 3, 0.00203929771669209, 7, 7, 1
7, 3, 0.007762297056615353, 6, 6, 1
8, 3, 0.1075296476483345, 6, 6, 1
10, 3, 0.00706771295517683, 9, 9, 1
11, 3, 0.0008885840070433915, 4, 4, 1
15, 3, 0.004389701411128044, 5, 5, 1
17, 3, 0.1797395944595337, 7, 7, 1
18, 3, 0.0029452682938426733, 7, 7, 1
19, 3, 0.0004518956411629915, 3, 3, 1
20, 3, 0.002605036599561572, 5, 5, 1
21, 3, 0.0011403235839679837, 7, 7, 1
25, 3, 0.029707102105021477, 5, 5, 1
27, 3, 0.0016080349450930953, 5, 5, 1
28, 3, 0.003635600209236145, 7, 7, 1
29, 3, 0.04072809964418411, 3, 3, 1
30, 3, 0.002777937101200223, 1, 1, 1
31, 3, 0.01992396079003811, 2, 2, 1
33, 3, 0.00010338662832509726, 6, 6, 1
35, 3, 0.00965801253914833, 5, 5, 1
37, 3, 0.046936869621276855, 7, 7, 1
38, 3, 0.0018942557508125901, 4, 4, 1
39, 3, 0.003665777388960123, 6, 6, 1
42, 3, 0.002434598281979561, 1, 1, 1
43, 3, 0.00150393508374691, 1, 1, 1
47, 3, 0.010621748864650726, 7, 7, 1
50, 3, 0.0011737780878320336, 3, 3, 1
55, 3, 0.006673269439488649, 4, 4, 1
57, 3, 0.13607995212078094, 4, 4, 1
58, 3, 0.20704708993434906, 5, 7, 0
60, 3, 0.018116997554898262, 4, 4, 1
61, 3, 0.047691769897937775, 6, 6, 1
64, 3, 0.010549351572990417, 1, 1, 1
66, 3, 0.16654956340789795, 4, 4, 1
67, 3, 0.04257291927933693, 4, 4, 1
68, 3, 0.00173807458486408, 6, 6, 1
70, 3, 0.008032254874706268, 1, 1, 1
71, 3, 0.018480870872735977, 3, 3, 1
72, 3, 0.0005509753827936947, 3, 3, 1
73, 3, 0.0072707668878138065, 3, 3, 1
74, 3, 0.0018537341384217143, 3, 3, 1
76, 3, 0.04439938813447952, 2, 2, 1
77, 3, 0.03236667811870575, 4, 4, 1
82, 3, 0.18942661583423615, 3, 4, 0
83, 3, 0.007626156322658062, 5, 5, 1
84, 3, 0.0012481275480240583, 3, 3, 1
87, 3, 0.0006388745387084782, 4, 4, 1
88, 3, 0.30577316880226135, 1, 1, 1
89, 3, 0.003967308904975653, 6, 6, 1
90, 3, 0.0015425878809764981, 3, 3, 1
92, 3, 0.07593487948179245, 5, 5, 1
94, 3, 0.01020571868866682, 5, 5, 1
98, 3, 0.05007098615169525, 7, 7, 1
100, 3, 0.02234172262251377, 5, 5, 1
101, 3, 0.17970576882362366, 3, 3, 1
102, 3, 0.0031100581400096416, 9, 9, 1
103, 3, 0.1033809706568718, 5, 5, 1
105, 3, 0.002238045446574688, 1, 1, 1
107, 3, 0.015257448889315128, 4, 4, 1
108, 3, 0.001320407260209322, 4, 4, 1
109, 3, 0.0015984587371349335, 4, 4, 1
110, 3, 0.01276723388582468, 5, 5, 1
111, 3, 0.001079921261407435, 7, 7, 1
112, 3, 0.0002824150724336505, 9, 9, 1
