image index, last exit, entropy, gt, pred, correct
0, 0, 0.4396470785140991, 8, 0, 0
1, 0, 0.49716606736183167, 8, 0, 0
2, 0, 0.4008229970932007, 0, 0, 1
3, 0, 0.4949890077114105, 0, 0, 1
4, 0, 0.4495537281036377, 8, 0, 0
5, 0, 0.4948437213897705, 5, 0, 0
6, 0, 0.47288012504577637, 1, 0, 0
7, 0, 0.4900790750980377, 6, 0, 0
8, 0, 0.49993133544921875, 3, 0, 0
9, 0, 0.49286317825317383, 9, 0, 0
10, 0, 0.482022762298584, 0, 0, 1
11, 0, 0.4996446371078491, 7, 0, 0
12, 0, 0.49679839611053467, 2, 0, 0
13, 0, 0.4561639428138733, 1, 0, 0
14, 0, 0.4995326101779938, 4, 0, 0
15, 0, 0.4784834384918213, 5, 0, 0
16, 0, 0.4935779273509979, 1, 0, 0
17, 0, 0.489516019821167, 2, 0, 0
18, 0, 0.48482561111450195, 8, 0, 0
19, 0, 0.4982708692550659, 5, 0, 0
20, 0, 0.46205800771713257, 0, 0, 1
21, 0, 0.49660569429397583, 0, 0, 1
22, 0, 0.4838922619819641, 8, 0, 0
23, 0, 0.44262248277664185, 0, 0, 1
24, 0, 0.48742592334747314, 8, 0, 0
25, 0, 0.49248725175857544, 8, 0, 0
26, 0, 0.4790351092815399, 1, 0, 0
27, 0, 0.44298139214515686, 0, 0, 1
28, 0, 0.3768913745880127, 0, 0, 1
29, 0, 0.46942198276519775, 8, 0, 0
30, 0, 0.48238474130630493, 0, 0, 1
31, 0, 0.4069664180278778, 0, 0, 1
32, 0, 0.49015143513679504, 5, 0, 0
33, 0, 0.49054664373397827, 8, 0, 0
34, 0, 0.4503231346607208, 8, 0, 0
35, 0, 0.4962502121925354, 9, 0, 0
36, 0, 0.49339455366134644, 8, 0, 0
37, 0, 0.49497532844543457, 9, 0, 0
38, 0, 0.4355364441871643, 0, 0, 1
39, 0, 0.47099995613098145, 1, 0, 0
40, 0, 0.49444952607154846, 9, 0, 0
41, 0, 0.42278194427490234, 0, 0, 1
42, 0, 0.4781137704849243, 8, 0, 0
43, 0, 0.49325069785118103, 7, 0, 0
44, 0, 0.48977333307266235, 8, 0, 0
45, 0, 0.45958948135375977, 8, 0, 0
46, 0, 0.39986491203308105, 0, 0, 1
47, 0, 0.49762269854545593, 5, 0, 0
48, 0, 0.4988486170768738, 5, 0, 0
49, 0, 0.4715714454650879, 8, 0, 0
50, 0, 0.4411325454711914, 8, 0, 0
51, 0, 0.4841427206993103, 8, 0, 0
52, 0, 0.4903925061225891, 2, 0, 0
53, 0, 0.4981004297733307, 2, 0, 0
54, 0, 0.48716026544570923, 0, 0, 1
55, 0, 0.449068158864975, 0, 0, 1
56, 0, 0.49768564105033875, 7, 0, 0
57, 0, 0.4923647940158844, 9, 0, 0
58, 0, 0.48477497696876526, 5, 0, 0
59, 0, 0.4581991136074066, 2, 0, 0
60, 0, 0.4560301899909973, 8, 0, 0
61, 0, 0.4259669780731201, 0, 0, 1
62, 0, 0.48722293972969055, 9, 0, 0
63, 0, 0.48264625668525696, 9, 0, 0
64, 0, 0.47843998670578003, 4, 0, 0
65, 0, 0.49990272521972656, 9, 0, 0
66, 0, 0.4964892268180847, 5, 0, 0
67, 0, 0.48874711990356445, 0, 0, 1
68, 0, 0.4145612120628357, 0, 0, 1
69, 0, 0.47389569878578186, 8, 0, 0
70, 0, 0.49919015169143677, 1, 0, 0
71, 0, 0.4865252673625946, 9, 0, 0
72, 0, 0.49220409989356995, 9, 0, 0
73, 0, 0.48935455083847046, 1, 0, 0
74, 0, 0.49344000220298767, 2, 0, 0
75, 0, 0.48578280210494995, 8, 0, 0
76, 0, 0.4426572620868683, 8, 0, 0
77, 0, 0.4985722005367279, 9, 0, 0
78, 0, 0.4978063404560089, 3, 0, 0
79, 0, 0.4868122935295105, 2, 0, 0
80, 0, 0.48690250515937805, 2, 0, 0
81, 0, 0.43011051416397095, 0, 0, 1
82, 0, 0.4631531536579132, 0, 0, 1
83, 0, 0.49497443437576294, 9, 0, 0
84, 0, 0.4839315712451935, 1, 0, 0
85, 0, 0.4862183928489685, 8, 0, 0
86, 0, 0.48892101645469666, 2, 0, 0
87, 0, 0.4272448718547821, 0, 0, 1
88, 0, 0.48515066504478455, 0, 0, 1
89, 0, 0.49761947989463806, 0, 0, 1
90, 0, 0.49790093302726746, 2, 0, 0
91, 0, 0.42017608880996704, 1, 0, 0
92, 0, 0.49973395466804504, 1, 0, 0
93, 0, 0.479763001203537, 8, 0, 0
94, 0, 0.463744580745697, 8, 0, 0
95, 0, 0.48102039098739624, 9, 0, 0
96, 0, 0.49723508954048157, 8, 0, 0
97, 0, 0.4492914080619812, 9, 0, 0
98, 0, 0.49080610275268555, 8, 0, 0
99, 0, 0.49134376645088196, 9, 0, 0
100, 0, 0.48063477873802185, 8, 0, 0
101, 0, 0.4895927608013153, 9, 0, 0
102, 0, 0.4403497874736786, 8, 0, 0
103, 0, 0.49693453311920166, 9, 0, 0
104, 0, 0.49294784665107727, 0, 0, 1
105, 0, 0.4623395800590515, 0, 0, 1
106, 0, 0.47099578380584717, 9, 0, 0
107, 0, 0.4959214925765991, 8, 0, 0
108, 0, 0.4964304268360138, 5, 0, 0
109, 0, 0.4889759123325348, 8, 0, 0
110, 0, 0.49993813037872314, 0, 0, 1
111, 0, 0.46217575669288635, 8, 0, 0
112, 0, 0.49836599826812744, 2, 0, 0
113, 0, 0.4943617284297943, 3, 0, 0
114, 0, 0.492713063955307, 2, 0, 0
115, 0, 0.49856439232826233, 9, 0, 0
116, 0, 0.38888099789619446, 0, 0, 1
117, 0, 0.4982687830924988, 8, 0, 0
118, 0, 0.47784098982810974, 0, 0, 1
119, 0, 0.4956662654876709, 5, 0, 0
120, 0, 0.4844116270542145, 2, 0, 0
121, 0, 0.4255010485649109, 0, 0, 1
122, 0, 0.49110734462738037, 2, 0, 0
123, 0, 0.4808121621608734, 6, 0, 0
124, 0, 0.4184856712818146, 0, 0, 1
125, 0, 0.49013474583625793, 8, 0, 0
126, 0, 0.4891691207885742, 2, 0, 0
127, 0, 0.49574440717697144, 0, 0, 1
128, 0, 0.4903475046157837, 8, 0, 0
129, 0, 0.4750012457370758, 0, 0, 1
130, 0, 0.4731720983982086, 9, 0, 0
131, 0, 0.49888408184051514, 5, 0, 0
132, 0, 0.47083985805511475, 0, 0, 1
133, 0, 0.4700157642364502, 8, 0, 0
134, 0, 0.4857832193374634, 9, 0, 0
135, 0, 0.42341458797454834, 0, 0, 1
136, 0, 0.4325208365917206, 0, 0, 1
137, 0, 0.493344783782959, 1, 0, 0
138, 0, 0.4976431131362915, 5, 0, 0
139, 0, 0.467512309551239, 0, 0, 1
