image name, last exit, entropy, gt, pred, correct
2, 0, 0.4396470785140991, 8, 0, 0
4, 0, 0.49716606736183167, 8, 0, 0
6, 0, 0.4008229970932007, 0, 0, 1
12, 0, 0.4949890077114105, 0, 0, 1
13, 0, 0.4495537281036377, 8, 0, 0
16, 0, 0.4948437213897705, 5, 0, 0
22, 0, 0.47288012504577637, 1, 0, 0
24, 0, 0.4900790750980377, 6, 0, 0
26, 0, 0.49993133544921875, 3, 0, 0
34, 0, 0.49286317825317383, 9, 0, 0
36, 0, 0.482022762298584, 0, 0, 1
40, 0, 0.4996446371078491, 7, 0, 0
41, 0, 0.49679839611053467, 2, 0, 0
44, 0, 0.4561639428138733, 1, 0, 0
45, 0, 0.4995326101779938, 4, 0, 0
46, 0, 0.4784834384918213, 5, 0, 0
48, 0, 0.4935779273509979, 1, 0, 0
49, 0, 0.489516019821167, 2, 0, 0
51, 0, 0.48482561111450195, 8, 0, 0
52, 0, 0.4982708692550659, 5, 0, 0
54, 0, 0.46205800771713257, 0, 0, 1
56, 0, 0.49660569429397583, 0, 0, 1
59, 0, 0.4838922619819641, 8, 0, 0
62, 0, 0.44262248277664185, 0, 0, 1
63, 0, 0.48742592334747314, 8, 0, 0
65, 0, 0.49248725175857544, 8, 0, 0
69, 0, 0.4790351092815399, 1, 0, 0
75, 0, 0.44298139214515686, 0, 0, 1
78, 0, 0.3768913745880127, 0, 0, 1
79, 0, 0.46942198276519775, 8, 0, 0
80, 0, 0.48238474130630493, 0, 0, 1
81, 0, 0.4069664180278778, 0, 0, 1
85, 0, 0.49015143513679504, 5, 0, 0
86, 0, 0.49054664373397827, 8, 0, 0
93, 0, 0.4503231346607208, 8, 0, 0
95, 0, 0.4962502121925354, 9, 0, 0
97, 0, 0.49339455366134644, 8, 0, 0
99, 0, 0.49497532844543457, 9, 0, 0
106, 0, 0.4355364441871643, 0, 0, 1
113, 0, 0.47099995613098145, 1, 0, 0
114, 0, 0.49444952607154846, 9, 0, 0
115, 0, 0.42278194427490234, 0, 0, 1
120, 0, 0.4781137704849243, 8, 0, 0
122, 0, 0.49325069785118103, 7, 0, 0
124, 0, 0.48977333307266235, 8, 0, 0
127, 0, 0.45958948135375977, 8, 0, 0
128, 0, 0.39986491203308105, 0, 0, 1
132, 0, 0.49762269854545593, 5, 0, 0
133, 0, 0.4988486170768738, 5, 0, 0
135, 0, 0.4715714454650879, 8, 0, 0
141, 0, 0.4411325454711914, 8, 0, 0
145, 0, 0.4841427206993103, 8, 0, 0
149, 0, 0.4903925061225891, 2, 0, 0
150, 0, 0.4981004297733307, 2, 0, 0
151, 0, 0.48716026544570923, 0, 0, 1
153, 0, 0.449068158864975, 0, 0, 1
154, 0, 0.49768564105033875, 7, 0, 0
155, 0, 0.4923647940158844, 9, 0, 0
156, 0, 0.48477497696876526, 5, 0, 0
157, 0, 0.4581991136074066, 2, 0, 0
161, 0, 0.4560301899909973, 8, 0, 0
164, 0, 0.4259669780731201, 0, 0, 1
165, 0, 0.48722293972969055, 9, 0, 0
