image index, last exit, entropy, gt, pred, correct
0, 2, 0.0470832921564579, 27, 27, 1
1, 2, 0.046145107597112656, 12, 12, 1
2, 2, 0.0309419147670269, 40, 40, 1
3, 2, 0.0833779126405716, 71, 71, 1
4, 2, 0.02604176476597786, 30, 30, 1
5, 2, 0.0809611827135086, 94, 5, 0
6, 2, 0.006367645226418972, 85, 85, 1
7, 2, 0.0054243216291069984, 28, 28, 1
8, 2, 0.032835252583026886, 82, 82, 1
9, 2, 1.1852279385493603e-05, 75, 75, 1
10, 2, 0.01066637970507145, 75, 75, 1
11, 2, 0.037728603929281235, 95, 95, 1
12, 2, 0.060996074229478836, 26, 26, 1
13, 2, 0.09999482333660126, 92, 54, 0
14, 2, 0.005800495855510235, 24, 24, 1
15, 2, 0.003820822574198246, 15, 15, 1
16, 2, 0.058858245611190796, 0, 25, 0
17, 2, 0.03706275671720505, 26, 26, 1
18, 2, 0.00798834953457117, 32, 32, 1
19, 2, 0.06663131713867188, 71, 71, 1
20, 2, 0.0006602128851227462, 13, 13, 1
21, 2, 0.06793472170829773, 71, 71, 1
22, 2, 0.07553121447563171, 71, 71, 1
23, 2, 0.00432334840297699, 17, 17, 1
24, 2, 0.007516446523368359, 38, 38, 1
25, 2, 0.0006392385112121701, 95, 95, 1
26, 2, 0.01927904039621353, 96, 96, 1
27, 2, 0.0004945860127918422, 14, 14, 1
28, 2, 0.0006385936285369098, 70, 70, 1
29, 2, 0.0059181805700063705, 79, 79, 1
30, 2, 0.0016682338900864124, 43, 43, 1
31, 2, 0.00041935782064683735, 6, 6, 1
32, 2, 0.02127920463681221, 7, 7, 1
33, 2, 0.04682966321706772, 37, 37, 1
34, 2, 0.06350454688072205, 15, 37, 0
35, 2, 0.09958887100219727, 47, 47, 1
36, 2, 0.002616521902382374, 61, 61, 1
37, 2, 0.014333875849843025, 76, 76, 1
38, 2, 0.07960741221904755, 2, 2, 1
39, 2, 0.021030474454164505, 45, 45, 1
40, 2, 0.035713568329811096, 60, 60, 1
41, 2, 0.0026063434779644012, 19, 19, 1
