image name, last exit, entropy, gt, pred, correct
4, 2, 0.0017882954562082887, 8, 8, 1
23, 2, 0.49950551986694336, 9, 0, 0
26, 2, 0.02673332765698433, 3, 3, 1
40, 2, 0.00043909260421060026, 7, 7, 1
45, 2, 0.0029218834824860096, 4, 4, 1
53, 2, 0.4995352029800415, 9, 0, 0
96, 2, 0.49945569038391113, 9, 0, 0
104, 2, 0.4996616244316101, 2, 0, 0
126, 2, 0.49701178073883057, 2, 0, 0
132, 2, 0.03584514558315277, 5, 5, 1
133, 2, 0.03551717847585678, 5, 5, 1
138, 2, 0.4996420443058014, 8, 0, 0
154, 2, 0.054377343505620956, 7, 7, 1
180, 2, 0.49978718161582947, 2, 0, 0
185, 2, 0.0046563101932406425, 1, 1, 1
190, 2, 0.49907970428466797, 9, 0, 0
191, 2, 0.22009360790252686, 1, 3, 0
193, 2, 0.49864158034324646, 2, 0, 0
212, 2, 0.0030256386380642653, 3, 3, 1
219, 2, 0.4993041157722473, 9, 0, 0
227, 2, 0.4978925585746765, 9, 0, 0
244, 2, 0.025411684066057205, 1, 1, 1
271, 2, 0.4984893798828125, 0, 0, 1
285, 2, 0.49997854232788086, 8, 0, 0
291, 2, 0.4989211857318878, 9, 0, 0
292, 2, 0.0011476739309728146, 5, 5, 1
298, 2, 0.001846368657425046, 0, 0, 1
304, 2, 0.1330229938030243, 3, 3, 1
321, 2, 0.14060622453689575, 5, 5, 1
326, 2, 0.49878430366516113, 8, 0, 0
331, 2, 0.4993898868560791, 9, 0, 0
342, 2, 0.0038183077704161406, 0, 0, 1
353, 2, 0.49932974576950073, 9, 0, 0
354, 2, 0.10660560429096222, 5, 5, 1
365, 2, 0.03285235911607742, 5, 5, 1
375, 2, 0.00026385270757600665, 3, 3, 1
383, 2, 0.49986737966537476, 8, 0, 0
410, 2, 0.49820566177368164, 8, 0, 0
414, 2, 0.4990588128566742, 0, 0, 1
416, 2, 0.49988025426864624, 9, 0, 0
424, 2, 0.4996930956840515, 2, 0, 0
447, 2, 0.4977967143058777, 2, 0, 0
448, 2, 0.49896040558815, 9, 0, 0
465, 2, 0.001170753501355648, 7, 7, 1
480, 2, 0.31504568457603455, 4, 6, 0
481, 2, 0.4990955591201782, 9, 0, 0
493, 2, 0.4986491799354553, 2, 0, 0
494, 2, 0.4983259439468384, 2, 0, 0
507, 2, 0.49704065918922424, 8, 0, 0
521, 2, 0.4995895326137543, 2, 0, 0
522, 2, 0.49946579337120056, 9, 0, 0
543, 2, 0.24498607218265533, 5, 5, 1
570, 2, 0.12687130272388458, 1, 1, 1
576, 2, 0.49962130188941956, 2, 0, 0
609, 2, 0.49884462356567383, 0, 0, 1
633, 2, 0.49900156259536743, 9, 0, 0
636, 2, 0.010313048027455807, 3, 3, 1
639, 2, 0.49965745210647583, 9, 0, 0
647, 2, 0.49885737895965576, 8, 0, 0
657, 2, 0.0010785224149003625, 5, 5, 1
672, 2, 0.49908778071403503, 9, 0, 0
677, 2, 0.49778982996940613, 8, 0, 0
701, 2, 0.4973415434360504, 0, 0, 1
706, 2, 0.4989017844200134, 8, 0, 0
744, 2, 0.4989991784095764, 2, 0, 0
763, 2, 0.4994596242904663, 9, 0, 0
799, 2, 0.244794562458992, 3, 1, 0
806, 2, 0.14938662946224213, 3, 3, 1
823, 2, 0.001984568312764168, 0, 0, 1
833, 2, 0.12380517274141312, 5, 5, 1
836, 2, 0.002956152195110917, 7, 7, 1
843, 2, 0.4989624619483948, 0, 0, 1
867, 2, 0.27534958720207214, 3, 5, 0
869, 2, 0.005880191922187805, 4, 4, 1
879, 2, 0.019913874566555023, 5, 5, 1
886, 2, 0.4992898404598236, 9, 0, 0
895, 2, 0.4993673861026764, 9, 0, 0
911, 2, 0.4996097683906555, 2, 0, 0
913, 2, 0.49805179238319397, 9, 0, 0
935, 2, 0.01914004050195217, 5, 5, 1
942, 2, 0.0003489190130494535, 1, 1, 1
956, 2, 0.0015123257180675864, 7, 7, 1
957, 2, 0.499208927154541, 2, 0, 0
967, 2, 0.0013645682483911514, 1, 1, 1
1000, 2, 0.10232684016227722, 1, 1, 1
1014, 2, 0.49768224358558655, 2, 0, 0
1018, 2, 0.0011400551302358508, 7, 7, 1
1021, 2, 0.02678900770843029, 6, 6, 1
1029, 2, 0.018219079822301865, 5, 5, 1
1030, 2, 0.17207936942577362, 5, 5, 1
1031, 2, 0.4989081025123596, 2, 0, 0
1033, 2, 0.49834099411964417, 2, 0, 0
1042, 2, 0.004762853030115366, 9, 9, 1
1047, 2, 0.02016691118478775, 5, 5, 1
1057, 2, 0.49756181240081787, 9, 0, 0
1063, 2, 0.0973702073097229, 5, 3, 0
1078, 2, 0.005772691685706377, 5, 5, 1
1093, 2, 0.49565476179122925, 9, 0, 0
1102, 2, 0.49878790974617004, 9, 0, 0
1108, 2, 0.49870356917381287, 8, 0, 0
1115, 2, 0.4999045133590698, 6, 0, 0
1116, 2, 0.4985061287879944, 0, 0, 1
1130, 2, 0.4976840913295746, 0, 0, 1
1164, 2, 0.001111517078243196, 1, 1, 1
1182, 2, 0.4998379349708557, 2, 0, 0
1200, 2, 0.0015522583853453398, 0, 0, 1
1207, 2, 0.0018057182896882296, 0, 0, 1
1211, 2, 0.00022157371859066188, 3, 3, 1
1214, 2, 0.0065650660544633865, 5, 5, 1
1219, 2, 0.009225752204656601, 3, 3, 1
1224, 2, 0.4996228814125061, 0, 0, 1
1253, 2, 0.09220453351736069, 1, 1, 1
1257, 2, 0.499493807554245, 9, 0, 0
1279, 2, 0.49526354670524597, 8, 0, 0
1285, 2, 0.499331533908844, 2, 0, 0
1317, 2, 0.49950292706489563, 8, 0, 0
1329, 2, 0.0006435370887629688, 4, 4, 1
1337, 2, 0.49972525238990784, 9, 0, 0
1355, 2, 0.4940539300441742, 8, 0, 0
1369, 2, 0.49927404522895813, 2, 0, 0
1373, 2, 0.4999191462993622, 2, 0, 0
1377, 2, 0.4981156289577484, 9, 0, 0
1380, 2, 0.49910831451416016, 2, 0, 0
1386, 2, 0.4995371699333191, 2, 0, 0
1407, 2, 0.4997290372848511, 2, 0, 0
