image index, last exit, entropy, gt, pred, correct
0, 1, 0.4980810284614563, 9, 0, 0
1, 1, 0.49971383810043335, 2, 0, 0
2, 1, 0.4990989565849304, 0, 0, 1
3, 1, 0.49748167395591736, 9, 0, 0
4, 1, 0.4995078444480896, 2, 0, 0
5, 1, 0.49774348735809326, 2, 0, 0
6, 1, 0.49959951639175415, 6, 0, 0
7, 1, 0.4985794723033905, 2, 0, 0
8, 1, 0.49923446774482727, 9, 0, 0
9, 1, 0.4953979551792145, 0, 0, 1
10, 1, 0.4979536235332489, 9, 0, 0
11, 1, 0.49846360087394714, 2, 0, 0
12, 1, 0.4999260902404785, 9, 0, 0
13, 1, 0.49980664253234863, 2, 0, 0
14, 1, 0.49973824620246887, 9, 0, 0
15, 1, 0.4999215304851532, 2, 0, 0
16, 1, 0.4994017481803894, 2, 0, 0
17, 1, 0.49757081270217896, 8, 0, 0
18, 1, 0.4996742606163025, 2, 0, 0
19, 1, 0.49575453996658325, 2, 0, 0
20, 1, 0.4982219338417053, 2, 0, 0
21, 1, 0.4985690712928772, 0, 0, 1
22, 1, 0.4995478391647339, 2, 0, 0
23, 1, 0.4981212913990021, 9, 0, 0
24, 1, 0.4988957643508911, 9, 0, 0
25, 1, 0.49815618991851807, 2, 0, 0
26, 1, 0.4998134970664978, 2, 0, 0
27, 1, 0.4989859461784363, 2, 0, 0
28, 1, 0.4976862072944641, 2, 0, 0
29, 1, 0.49975913763046265, 9, 0, 0
30, 1, 0.49938881397247314, 9, 0, 0
31, 1, 0.49794304370880127, 9, 0, 0
32, 1, 0.49659833312034607, 2, 0, 0
33, 1, 0.49640825390815735, 2, 0, 0
34, 1, 0.4995379149913788, 2, 0, 0
35, 1, 0.49998393654823303, 9, 0, 0
36, 1, 0.4990300238132477, 2, 0, 0
37, 1, 0.4972825348377228, 2, 0, 0
38, 1, 0.49660876393318176, 2, 0, 0
39, 1, 0.4983840584754944, 0, 0, 1
40, 1, 0.4998747408390045, 8, 0, 0
41, 1, 0.4997961223125458, 9, 0, 0
42, 1, 0.4987022876739502, 9, 0, 0
43, 1, 0.49932861328125, 2, 0, 0
44, 1, 0.49780404567718506, 2, 0, 0
45, 1, 0.4999116063117981, 2, 0, 0
46, 1, 0.49983882904052734, 2, 0, 0
47, 1, 0.49825701117515564, 0, 0, 1
48, 1, 0.4980849325656891, 2, 0, 0
49, 1, 0.4987366795539856, 2, 0, 0
50, 1, 0.49809178709983826, 2, 0, 0
51, 1, 0.49961069226264954, 2, 0, 0
52, 1, 0.4969305396080017, 2, 0, 0
53, 1, 0.49976885318756104, 2, 0, 0
54, 1, 0.4999735653400421, 2, 0, 0
55, 1, 0.49714574217796326, 2, 0, 0
56, 1, 0.49742674827575684, 2, 0, 0
57, 1, 0.4988744854927063, 2, 0, 0
58, 1, 0.4996179938316345, 1, 0, 0
59, 1, 0.4990899860858917, 9, 0, 0
60, 1, 0.4986109435558319, 2, 0, 0
61, 1, 0.49899962544441223, 2, 0, 0
62, 1, 0.4997096657752991, 2, 0, 0
63, 1, 0.49945396184921265, 9, 0, 0
64, 1, 0.4984793961048126, 2, 0, 0
65, 1, 0.49869105219841003, 2, 0, 0
66, 1, 0.4989301264286041, 9, 0, 0
67, 1, 0.49833565950393677, 2, 0, 0
68, 1, 0.49988308548927307, 2, 0, 0
69, 1, 0.4994542598724365, 9, 0, 0
70, 1, 0.4992663264274597, 2, 0, 0
71, 1, 0.49950915575027466, 2, 0, 0
72, 1, 0.49896562099456787, 2, 0, 0
73, 1, 0.4995151460170746, 9, 0, 0
74, 1, 0.49829432368278503, 2, 0, 0
75, 1, 0.4999340772628784, 9, 0, 0
76, 1, 0.4978015720844269, 2, 0, 0
77, 1, 0.4982418119907379, 9, 0, 0
78, 1, 0.49984219670295715, 2, 0, 0
79, 1, 0.4980381429195404, 9, 0, 0
80, 1, 0.49856171011924744, 2, 0, 0
81, 1, 0.49965110421180725, 2, 0, 0
82, 1, 0.4981417655944824, 8, 0, 0
83, 1, 0.497748464345932, 2, 0, 0
84, 1, 0.4996098279953003, 9, 0, 0
85, 1, 0.49626338481903076, 9, 0, 0
86, 1, 0.4991610050201416, 9, 0, 0
87, 1, 0.49910756945610046, 9, 0, 0
88, 1, 0.49884843826293945, 2, 0, 0
89, 1, 0.4992835521697998, 2, 0, 0
90, 1, 0.4981245994567871, 9, 0, 0
91, 1, 0.4973198175430298, 9, 0, 0
92, 1, 0.4996435046195984, 2, 0, 0
93, 1, 0.49965783953666687, 9, 0, 0
94, 1, 0.4981398582458496, 2, 0, 0
95, 1, 0.4975782036781311, 2, 0, 0
96, 1, 0.4980173110961914, 9, 0, 0
97, 1, 0.4996243119239807, 2, 0, 0
98, 1, 0.49710094928741455, 2, 0, 0
99, 1, 0.4997190237045288, 2, 0, 0
100, 1, 0.49673566222190857, 2, 0, 0
101, 1, 0.49911972880363464, 9, 0, 0
102, 1, 0.49945634603500366, 2, 0, 0
103, 1, 0.49772319197654724, 2, 0, 0
104, 1, 0.49940815567970276, 9, 0, 0
105, 1, 0.498414546251297, 9, 0, 0
106, 1, 0.4979729950428009, 9, 0, 0
107, 1, 0.4977005124092102, 2, 0, 0
108, 1, 0.49675315618515015, 2, 0, 0
109, 1, 0.4984705150127411, 2, 0, 0
110, 1, 0.49799618124961853, 2, 0, 0
111, 1, 0.4995441734790802, 6, 0, 0
112, 1, 0.4990791976451874, 8, 0, 0
113, 1, 0.49994516372680664, 2, 0, 0
114, 1, 0.4969924986362457, 9, 0, 0
115, 1, 0.49954813718795776, 9, 0, 0
116, 1, 0.4989064037799835, 2, 0, 0
117, 1, 0.49913495779037476, 6, 0, 0
118, 1, 0.49803900718688965, 8, 0, 0
119, 1, 0.49773114919662476, 9, 0, 0
120, 1, 0.4980335831642151, 0, 0, 1
121, 1, 0.49937522411346436, 2, 0, 0
122, 1, 0.4986538589000702, 2, 0, 0
123, 1, 0.49837812781333923, 2, 0, 0
124, 1, 0.49947863817214966, 2, 0, 0
125, 1, 0.4973829984664917, 2, 0, 0
126, 1, 0.49948999285697937, 9, 0, 0
127, 1, 0.4964374005794525, 2, 0, 0
128, 1, 0.4987918436527252, 9, 0, 0
129, 1, 0.498415470123291, 9, 0, 0
130, 1, 0.49877479672431946, 9, 0, 0
131, 1, 0.49796828627586365, 9, 0, 0
132, 1, 0.4972350001335144, 2, 0, 0
133, 1, 0.4992966055870056, 2, 0, 0
134, 1, 0.49992266297340393, 8, 0, 0
135, 1, 0.49956244230270386, 2, 0, 0
136, 1, 0.4992123246192932, 8, 0, 0
137, 1, 0.49899959564208984, 2, 0, 0
138, 1, 0.4999512732028961, 2, 0, 0
139, 1, 0.4997374415397644, 2, 0, 0
140, 1, 0.49957141280174255, 2, 0, 0
141, 1, 0.4991741478443146, 9, 0, 0
142, 1, 0.49947431683540344, 2, 0, 0
143, 1, 0.4973304271697998, 2, 0, 0
144, 1, 0.49870091676712036, 9, 0, 0
145, 1, 0.49755698442459106, 2, 0, 0
146, 1, 0.4990123212337494, 2, 0, 0
147, 1, 0.4985947012901306, 0, 0, 1
148, 1, 0.49986088275909424, 2, 0, 0
149, 1, 0.498462438583374, 2, 0, 0
150, 1, 0.4998091757297516, 9, 0, 0
151, 1, 0.499616801738739, 9, 0, 0
152, 1, 0.4991046190261841, 2, 0, 0
153, 1, 0.4991741478443146, 2, 0, 0
154, 1, 0.499981164932251, 8, 0, 0
155, 1, 0.497294545173645, 9, 0, 0
156, 1, 0.4991864264011383, 0, 0, 1
157, 1, 0.49949848651885986, 8, 0, 0
158, 1, 0.4979977607727051, 2, 0, 0
159, 1, 0.4986966848373413, 2, 0, 0
160, 1, 0.49989649653434753, 8, 0, 0
161, 1, 0.4986238479614258, 2, 0, 0
162, 1, 0.4986177682876587, 0, 0, 1
163, 1, 0.4997238516807556, 2, 0, 0
164, 1, 0.4991343021392822, 9, 0, 0
165, 1, 0.4989710748195648, 2, 0, 0
166, 1, 0.4987855851650238, 2, 0, 0
167, 1, 0.49898630380630493, 2, 0, 0
168, 1, 0.4987470507621765, 2, 0, 0
169, 1, 0.49975600838661194, 2, 0, 0
170, 1, 0.4972355365753174, 0, 0, 1
171, 1, 0.4973333179950714, 2, 0, 0
172, 1, 0.49995625019073486, 4, 0, 0
173, 1, 0.49931609630584717, 2, 0, 0
174, 1, 0.4998176097869873, 2, 0, 0
175, 1, 0.4986847937107086, 2, 0, 0
176, 1, 0.49817031621932983, 0, 0, 1
177, 1, 0.4999094307422638, 2, 0, 0
178, 1, 0.499208003282547, 2, 0, 0
179, 1, 0.49956250190734863, 2, 0, 0
180, 1, 0.4979022145271301, 8, 0, 0
181, 1, 0.496951699256897, 2, 0, 0
182, 1, 0.4974183142185211, 2, 0, 0
183, 1, 0.49853450059890747, 9, 0, 0
184, 1, 0.4990595579147339, 2, 0, 0
185, 1, 0.4992958903312683, 2, 0, 0
186, 1, 0.4989885687828064, 2, 0, 0
187, 1, 0.49958786368370056, 2, 0, 0
188, 1, 0.4995948076248169, 9, 0, 0
189, 1, 0.49923500418663025, 2, 0, 0
190, 1, 0.49899163842201233, 0, 0, 1
191, 1, 0.49963343143463135, 9, 0, 0
192, 1, 0.49979323148727417, 2, 0, 0
193, 1, 0.49797946214675903, 2, 0, 0
194, 1, 0.49979367852211, 9, 0, 0
195, 1, 0.4993877708911896, 2, 0, 0
196, 1, 0.4991410970687866, 2, 0, 0
197, 1, 0.4992181658744812, 2, 0, 0
198, 1, 0.49915456771850586, 2, 0, 0
199, 1, 0.4966743290424347, 9, 0, 0
200, 1, 0.49994096159935, 1, 0, 0
201, 1, 0.49797311425209045, 0, 0, 1
202, 1, 0.49815303087234497, 9, 0, 0
203, 1, 0.4994959235191345, 9, 0, 0
204, 1, 0.4999900460243225, 2, 0, 0
205, 1, 0.4988328516483307, 9, 0, 0
206, 1, 0.4988076984882355, 0, 0, 1
207, 1, 0.4988954961299896, 2, 0, 0
208, 1, 0.4985026717185974, 9, 0, 0
209, 1, 0.4996721148490906, 9, 0, 0
210, 1, 0.4984204173088074, 2, 0, 0
211, 1, 0.49681389331817627, 9, 0, 0
212, 1, 0.49988502264022827, 0, 0, 1
213, 1, 0.49946293234825134, 2, 0, 0
214, 1, 0.49897047877311707, 2, 0, 0
215, 1, 0.4991644620895386, 2, 0, 0
216, 1, 0.4996071755886078, 9, 0, 0
217, 1, 0.4986408054828644, 9, 0, 0
218, 1, 0.49813830852508545, 9, 0, 0
219, 1, 0.49930471181869507, 2, 0, 0
220, 1, 0.4999125599861145, 6, 0, 0
221, 1, 0.4991219937801361, 2, 0, 0
222, 1, 0.4969746470451355, 2, 0, 0
223, 1, 0.49994003772735596, 8, 0, 0
224, 1, 0.4984709918498993, 2, 0, 0
225, 1, 0.4989960193634033, 2, 0, 0
226, 1, 0.4986726641654968, 8, 0, 0
227, 1, 0.49946531653404236, 0, 0, 1
228, 1, 0.4987014830112457, 2, 0, 0
229, 1, 0.49811992049217224, 2, 0, 0
230, 1, 0.4984458088874817, 2, 0, 0
231, 1, 0.4992484450340271, 8, 0, 0
232, 1, 0.49960559606552124, 2, 0, 0
233, 1, 0.49876606464385986, 2, 0, 0
234, 1, 0.4991530776023865, 9, 0, 0
235, 1, 0.49843642115592957, 9, 0, 0
236, 1, 0.49896040558815, 9, 0, 0
237, 1, 0.4975498914718628, 2, 0, 0
238, 1, 0.4991385340690613, 0, 0, 1
239, 1, 0.4987322986125946, 2, 0, 0
240, 1, 0.4973459839820862, 2, 0, 0
241, 1, 0.49635735154151917, 2, 0, 0
242, 1, 0.49736467003822327, 2, 0, 0
243, 1, 0.4986276626586914, 2, 0, 0
244, 1, 0.4998522698879242, 2, 0, 0
245, 1, 0.49927541613578796, 2, 0, 0
246, 1, 0.49905359745025635, 9, 0, 0
247, 1, 0.49998223781585693, 9, 0, 0
248, 1, 0.4993865489959717, 2, 0, 0
249, 1, 0.49918001890182495, 2, 0, 0
250, 1, 0.49901556968688965, 9, 0, 0
251, 1, 0.4985713064670563, 2, 0, 0
252, 1, 0.4993111789226532, 9, 0, 0
253, 1, 0.49919700622558594, 2, 0, 0
254, 1, 0.498697966337204, 2, 0, 0
255, 1, 0.49885785579681396, 2, 0, 0
256, 1, 0.49982917308807373, 2, 0, 0
257, 1, 0.4968787729740143, 8, 0, 0
