image index, last exit, entropy, gt, pred, correct
0, 2, 0.49950551986694336, 9, 0, 0
1, 2, 0.4995352029800415, 9, 0, 0
2, 2, 0.49945569038391113, 9, 0, 0
3, 2, 0.4996616244316101, 2, 0, 0
4, 2, 0.49701178073883057, 2, 0, 0
5, 2, 0.4996420443058014, 8, 0, 0
6, 2, 0.49978718161582947, 2, 0, 0
7, 2, 0.49907970428466797, 9, 0, 0
8, 2, 0.49864158034324646, 2, 0, 0
9, 2, 0.4993041157722473, 9, 0, 0
10, 2, 0.4978925585746765, 9, 0, 0
11, 2, 0.4984893798828125, 0, 0, 1
12, 2, 0.49997854232788086, 8, 0, 0
13, 2, 0.4989211857318878, 9, 0, 0
14, 2, 0.49878430366516113, 8, 0, 0
15, 2, 0.4993898868560791, 9, 0, 0
16, 2, 0.49932974576950073, 9, 0, 0
17, 2, 0.49986737966537476, 8, 0, 0
18, 2, 0.49820566177368164, 8, 0, 0
19, 2, 0.4990588128566742, 0, 0, 1
20, 2, 0.49988025426864624, 9, 0, 0
21, 2, 0.4996930956840515, 2, 0, 0
22, 2, 0.4977967143058777, 2, 0, 0
23, 2, 0.49896040558815, 9, 0, 0
24, 2, 0.4990955591201782, 9, 0, 0
25, 2, 0.4986491799354553, 2, 0, 0
26, 2, 0.4983259439468384, 2, 0, 0
27, 2, 0.49704065918922424, 8, 0, 0
28, 2, 0.4995895326137543, 2, 0, 0
29, 2, 0.49946579337120056, 9, 0, 0
30, 2, 0.49962130188941956, 2, 0, 0
31, 2, 0.49884462356567383, 0, 0, 1
32, 2, 0.49900156259536743, 9, 0, 0
33, 2, 0.49965745210647583, 9, 0, 0
34, 2, 0.49885737895965576, 8, 0, 0
35, 2, 0.49908778071403503, 9, 0, 0
36, 2, 0.49778982996940613, 8, 0, 0
37, 2, 0.4973415434360504, 0, 0, 1
38, 2, 0.4989017844200134, 8, 0, 0
39, 2, 0.4989991784095764, 2, 0, 0
40, 2, 0.4994596242904663, 9, 0, 0
41, 2, 0.4989624619483948, 0, 0, 1
42, 2, 0.4992898404598236, 9, 0, 0
43, 2, 0.4993673861026764, 9, 0, 0
44, 2, 0.4996097683906555, 2, 0, 0
45, 2, 0.49805179238319397, 9, 0, 0
46, 2, 0.499208927154541, 2, 0, 0
47, 2, 0.49768224358558655, 2, 0, 0
48, 2, 0.4989081025123596, 2, 0, 0
49, 2, 0.49834099411964417, 2, 0, 0
50, 2, 0.49756181240081787, 9, 0, 0
51, 2, 0.49565476179122925, 9, 0, 0
52, 2, 0.49878790974617004, 9, 0, 0
53, 2, 0.49870356917381287, 8, 0, 0
54, 2, 0.4999045133590698, 6, 0, 0
55, 2, 0.4985061287879944, 0, 0, 1
56, 2, 0.4976840913295746, 0, 0, 1
57, 2, 0.4998379349708557, 2, 0, 0
58, 2, 0.4996228814125061, 0, 0, 1
59, 2, 0.499493807554245, 9, 0, 0
60, 2, 0.49526354670524597, 8, 0, 0
61, 2, 0.499331533908844, 2, 0, 0
62, 2, 0.49950292706489563, 8, 0, 0
63, 2, 0.49972525238990784, 9, 0, 0
64, 2, 0.4940539300441742, 8, 0, 0
65, 2, 0.49927404522895813, 2, 0, 0
66, 2, 0.4999191462993622, 2, 0, 0
67, 2, 0.4981156289577484, 9, 0, 0
