image name, last exit, entropy, gt, pred, correct
9, 1, 0.4980810284614563, 9, 0, 0
14, 1, 0.49971383810043335, 2, 0, 0
32, 1, 0.4990989565849304, 0, 0, 1
91, 1, 0.49748167395591736, 9, 0, 0
166, 1, 0.4995078444480896, 2, 0, 0
174, 1, 0.49941712617874146, 9, 0, 0
194, 1, 0.49774348735809326, 2, 0, 0
208, 1, 0.49959951639175415, 6, 0, 0
210, 1, 0.4985794723033905, 2, 0, 0
229, 1, 0.49923446774482727, 9, 0, 0
249, 1, 0.4953979551792145, 0, 0, 1
290, 1, 0.4979536235332489, 9, 0, 0
293, 1, 0.49846360087394714, 2, 0, 0
357, 1, 0.4999260902404785, 9, 0, 0
364, 1, 0.49980664253234863, 2, 0, 0
378, 1, 0.49973824620246887, 9, 0, 0
413, 1, 0.4999215304851532, 2, 0, 0
418, 1, 0.4994017481803894, 2, 0, 0
508, 1, 0.49757081270217896, 8, 0, 0
563, 1, 0.4996742606163025, 2, 0, 0
598, 1, 0.49575453996658325, 2, 0, 0
653, 1, 0.4982219338417053, 2, 0, 0
720, 1, 0.4996930658817291, 2, 0, 0
739, 1, 0.4985690712928772, 0, 0, 1
756, 1, 0.4995478391647339, 2, 0, 0
818, 1, 0.4981212913990021, 9, 0, 0
822, 1, 0.4988957643508911, 9, 0, 0
861, 1, 0.49815618991851807, 2, 0, 0
873, 1, 0.4998134970664978, 2, 0, 0
904, 1, 0.498881071805954, 2, 0, 0
931, 1, 0.4989859461784363, 2, 0, 0
941, 1, 0.4976862072944641, 2, 0, 0
959, 1, 0.49975913763046265, 9, 0, 0
964, 1, 0.49938881397247314, 9, 0, 0
982, 1, 0.49794304370880127, 9, 0, 0
987, 1, 0.49659833312034607, 2, 0, 0
1050, 1, 0.49640825390815735, 2, 0, 0
1052, 1, 0.4988335072994232, 6, 0, 0
1088, 1, 0.4995379149913788, 2, 0, 0
1199, 1, 0.49998393654823303, 9, 0, 0
1202, 1, 0.4990300238132477, 2, 0, 0
1260, 1, 0.4972825348377228, 2, 0, 0
1277, 1, 0.49660876393318176, 2, 0, 0
1290, 1, 0.4983840584754944, 0, 0, 1
1344, 1, 0.49863529205322266, 9, 0, 0
1352, 1, 0.4998747408390045, 8, 0, 0
1451, 1, 0.4997961223125458, 9, 0, 0
1524, 1, 0.4987022876739502, 9, 0, 0
1559, 1, 0.49932861328125, 2, 0, 0
1590, 1, 0.49780404567718506, 2, 0, 0
1684, 1, 0.4999116063117981, 2, 0, 0
1694, 1, 0.49983882904052734, 2, 0, 0
1728, 1, 0.49825701117515564, 0, 0, 1
1735, 1, 0.4971484839916229, 8, 0, 0
1750, 1, 0.4980849325656891, 2, 0, 0
1794, 1, 0.4987366795539856, 2, 0, 0
1814, 1, 0.49809178709983826, 2, 0, 0
1823, 1, 0.4996526539325714, 0, 0, 1
1845, 1, 0.49961069226264954, 2, 0, 0
1870, 1, 0.4969305396080017, 2, 0, 0
1892, 1, 0.49976885318756104, 2, 0, 0
1928, 1, 0.4999735653400421, 2, 0, 0
1938, 1, 0.49714574217796326, 2, 0, 0
1943, 1, 0.49594175815582275, 8, 0, 0
1957, 1, 0.49742674827575684, 2, 0, 0
1961, 1, 0.4988744854927063, 2, 0, 0
2043, 1, 0.4996179938316345, 1, 0, 0
2079, 1, 0.4990899860858917, 9, 0, 0
2162, 1, 0.4986109435558319, 2, 0, 0
2175, 1, 0.49899962544441223, 2, 0, 0
2189, 1, 0.4997096657752991, 2, 0, 0
2227, 1, 0.49945396184921265, 9, 0, 0
2275, 1, 0.4984793961048126, 2, 0, 0
2338, 1, 0.49869105219841003, 2, 0, 0
2344, 1, 0.4989301264286041, 9, 0, 0
2405, 1, 0.49833565950393677, 2, 0, 0
2410, 1, 0.49988308548927307, 2, 0, 0
2431, 1, 0.4994542598724365, 9, 0, 0
2444, 1, 0.4992663264274597, 2, 0, 0
2473, 1, 0.49950915575027466, 2, 0, 0
2501, 1, 0.49970242381095886, 9, 0, 0
2536, 1, 0.49896562099456787, 2, 0, 0
2543, 1, 0.4995151460170746, 9, 0, 0
2547, 1, 0.49829432368278503, 2, 0, 0
2573, 1, 0.4999340772628784, 9, 0, 0
2644, 1, 0.4978015720844269, 2, 0, 0
2660, 1, 0.4982418119907379, 9, 0, 0
2697, 1, 0.49984219670295715, 2, 0, 0
2698, 1, 0.4980381429195404, 9, 0, 0
2778, 1, 0.49856171011924744, 2, 0, 0
2801, 1, 0.49965110421180725, 2, 0, 0
2820, 1, 0.4981417655944824, 8, 0, 0
2832, 1, 0.497748464345932, 2, 0, 0
2862, 1, 0.49863696098327637, 5, 0, 0
2875, 1, 0.4996098279953003, 9, 0, 0
2921, 1, 0.498710036277771, 9, 0, 0
2930, 1, 0.49626338481903076, 9, 0, 0
2947, 1, 0.4991610050201416, 9, 0, 0
2968, 1, 0.49910756945610046, 9, 0, 0
2996, 1, 0.4963102340698242, 0, 0, 1
3041, 1, 0.49884843826293945, 2, 0, 0
3055, 1, 0.4992835521697998, 2, 0, 0
3079, 1, 0.4981245994567871, 9, 0, 0
3091, 1, 0.4973198175430298, 9, 0, 0
3094, 1, 0.4996435046195984, 2, 0, 0
3129, 1, 0.49965783953666687, 9, 0, 0
3149, 1, 0.4981398582458496, 2, 0, 0
3157, 1, 0.4975782036781311, 2, 0, 0
3240, 1, 0.4980173110961914, 9, 0, 0
3246, 1, 0.4996243119239807, 2, 0, 0
3252, 1, 0.49710094928741455, 2, 0, 0
3338, 1, 0.4953214228153229, 8, 0, 0
3343, 1, 0.4997190237045288, 2, 0, 0
3368, 1, 0.49673566222190857, 2, 0, 0
3381, 1, 0.49911972880363464, 9, 0, 0
3409, 1, 0.4976924955844879, 8, 0, 0
3432, 1, 0.49945634603500366, 2, 0, 0
3452, 1, 0.49772319197654724, 2, 0, 0
3457, 1, 0.49940815567970276, 9, 0, 0
3484, 1, 0.49803000688552856, 8, 0, 0
3564, 1, 0.498414546251297, 9, 0, 0
3611, 1, 0.4979729950428009, 9, 0, 0
3662, 1, 0.4977005124092102, 2, 0, 0
3688, 1, 0.49675315618515015, 2, 0, 0
3720, 1, 0.4984705150127411, 2, 0, 0
3739, 1, 0.49799618124961853, 2, 0, 0
3791, 1, 0.4995441734790802, 6, 0, 0
3805, 1, 0.4990791976451874, 8, 0, 0
3858, 1, 0.49994516372680664, 2, 0, 0
3861, 1, 0.4969924986362457, 9, 0, 0
3883, 1, 0.49954813718795776, 9, 0, 0
3901, 1, 0.4989064037799835, 2, 0, 0
3907, 1, 0.49913495779037476, 6, 0, 0
3936, 1, 0.49803900718688965, 8, 0, 0
3943, 1, 0.4975182116031647, 9, 0, 0
3959, 1, 0.49773114919662476, 9, 0, 0
3961, 1, 0.4980335831642151, 0, 0, 1
3968, 1, 0.49937522411346436, 2, 0, 0
3996, 1, 0.4986538589000702, 2, 0, 0
4041, 1, 0.49837812781333923, 2, 0, 0
4091, 1, 0.49947863817214966, 2, 0, 0
4105, 1, 0.4973829984664917, 2, 0, 0
4115, 1, 0.49948999285697937, 9, 0, 0
4127, 1, 0.4964374005794525, 2, 0, 0
4129, 1, 0.4987918436527252, 9, 0, 0
4136, 1, 0.498415470123291, 9, 0, 0
4196, 1, 0.49877479672431946, 9, 0, 0
4217, 1, 0.49796828627586365, 9, 0, 0
4265, 1, 0.4972350001335144, 2, 0, 0
4293, 1, 0.4992966055870056, 2, 0, 0
4322, 1, 0.49992266297340393, 8, 0, 0
4350, 1, 0.49956244230270386, 2, 0, 0
4351, 1, 0.4992123246192932, 8, 0, 0
4388, 1, 0.49899959564208984, 2, 0, 0
4395, 1, 0.4999512732028961, 2, 0, 0
4430, 1, 0.4997374415397644, 2, 0, 0
